"Step number","Step name","Elapsed Time (s)","Working Electrode (V)","Working Electrode vs. NHE (V)","Current (mA)","Current Density (mA/cm²)","Cumulative Charge (mAh)","Counter Electrode (V)"
3_1,Cyclic Voltammetry,1807.46,1.58469,1.58469,0.0739032,0,-0.078718,0.000360847
3_1,Cyclic Voltammetry,1808.46,1.58975,1.58975,0.0787394,0,-0.0786969,0.000433087
3_1,Cyclic Voltammetry,1809.45,1.59464,1.59464,0.0841492,0,-0.0786744,0.000361085
3_1,Cyclic Voltammetry,1810.45,1.59973,1.59973,0.0894207,0,-0.0786504,0.000468254
3_1,Cyclic Voltammetry,1811.44,1.60462,1.60462,0.0950101,0,-0.078625,0.000401378
3_1,Cyclic Voltammetry,1812.43,1.60967,1.60967,0.102464,0,-0.0785977,0.000442028
3_1,Cyclic Voltammetry,1813.43,1.61457,1.61457,0.110527,0,-0.0785683,0.00033617
3_1,Cyclic Voltammetry,1814.47,1.61983,1.61983,0.120086,0,-0.0785348,0.00042367
3_1,Cyclic Voltammetry,1815.47,1.62473,1.62473,0.131002,0,-0.0785001,0.000368357
3_1,Cyclic Voltammetry,1816.46,1.62977,1.62977,0.143095,0,-0.0784622,0.00042963
3_1,Cyclic Voltammetry,1817.46,1.63466,1.63466,0.155754,0,-0.0784209,0.000350475
3_1,Cyclic Voltammetry,1818.45,1.63969,1.63969,0.167015,0,-0.0783764,0.000435233
3_1,Cyclic Voltammetry,1819.45,1.64461,1.64461,0.175267,0,-0.0783291,0.00038898
3_1,Cyclic Voltammetry,1820.44,1.64961,1.64961,0.181228,0,-0.0782798,0.00046289
3_1,Cyclic Voltammetry,1821.44,1.65456,1.65456,0.184498,0,-0.0782293,0.000360012
3_1,Cyclic Voltammetry,1822.43,1.65955,1.65955,0.183141,0,-0.0781786,0.000492334
3_1,Cyclic Voltammetry,1823.43,1.66449,1.66449,0.178726,0,-0.0781286,0.000415444
3_1,Cyclic Voltammetry,1824.42,1.66946,1.66946,0.174016,0,-0.0780798,0.000467658
3_1,Cyclic Voltammetry,1825.41,1.67443,1.67443,0.171039,0,-0.0780322,0.00034976
3_1,Cyclic Voltammetry,1826.41,1.67939,1.67939,0.16839,0,-0.0779853,0.00045836
3_1,Cyclic Voltammetry,1827.4,1.68438,1.68438,0.166504,0,-0.077939,0.000449061
3_1,Cyclic Voltammetry,1828.4,1.68932,1.68932,0.166343,0,-0.0778931,0.000421882
3_1,Cyclic Voltammetry,1829.39,1.69428,1.69428,0.167274,0,-0.077847,0.000441313
3_1,Cyclic Voltammetry,1830.39,1.69917,1.69917,0.168293,0,-0.0778006,0.00046885
3_1,Cyclic Voltammetry,1831.38,1.7042,1.7042,0.171671,0,-0.0777537,0.000447154
3_1,Cyclic Voltammetry,1832.38,1.70915,1.70915,0.175701,0,-0.0777057,0.000436783
3_1,Cyclic Voltammetry,1833.37,1.71416,1.71416,0.179964,0,-0.0776566,0.000443935
3_1,Cyclic Voltammetry,1834.36,1.71913,1.71913,0.18404,0,-0.0776063,0.000450373
3_1,Cyclic Voltammetry,1835.36,1.72413,1.72413,0.188945,0,-0.0775548,0.000485182
3_1,Cyclic Voltammetry,1836.35,1.72909,1.72909,0.195687,0,-0.0775017,0.000387669
3_1,Cyclic Voltammetry,1837.35,1.73411,1.73411,0.20353,0,-0.0774465,0.000452876
3_1,Cyclic Voltammetry,1838.34,1.73905,1.73905,0.211064,0,-0.0773892,0.000417113
3_1,Cyclic Voltammetry,1839.34,1.74406,1.74406,0.220473,0,-0.0773296,0.000449061
3_1,Cyclic Voltammetry,1840.33,1.74905,1.74905,0.231674,0,-0.0772672,0.00042057
3_1,Cyclic Voltammetry,1841.33,1.75403,1.75403,0.244019,0,-0.0772015,0.000433207
3_1,Cyclic Voltammetry,1842.32,1.75901,1.75901,0.257472,0,-0.0771322,0.000446081
3_1,Cyclic Voltammetry,1843.32,1.76567,1.76567,0.273769,0,-0.0770588,0.000335455
3_1,Cyclic Voltammetry,1844.31,1.76905,1.76905,0.285382,0,-0.0769816,0.000357032
3_1,Cyclic Voltammetry,1845.3,1.77397,1.77397,0.30177,0,-0.0769005,0.000341773
3_1,Cyclic Voltammetry,1846.3,1.77899,1.77899,0.320891,0,-0.0768145,0.000398874
3_1,Cyclic Voltammetry,1847.29,1.78396,1.78396,0.341883,0,-0.0767229,0.0003649
3_1,Cyclic Voltammetry,1848.29,1.78901,1.78901,0.363844,0,-0.0766255,0.000377297
3_1,Cyclic Voltammetry,1849.28,1.79396,1.79396,0.38772,0,-0.0765216,0.000301361
3_1,Cyclic Voltammetry,1850.28,1.79899,1.79899,0.413696,0,-0.076411,0.000379562
3_1,Cyclic Voltammetry,1851.27,1.80394,1.80394,0.442417,0,-0.0762927,0.000304937
3_1,Cyclic Voltammetry,1852.27,1.80899,1.80899,0.475456,0,-0.0761659,0.000362992
3_1,Cyclic Voltammetry,1853.26,1.81394,1.81394,0.511541,0,-0.0760296,0.00030148
3_1,Cyclic Voltammetry,1854.25,1.81901,1.81901,0.551099,0,-0.0758828,0.000428796
3_1,Cyclic Voltammetry,1855.25,1.82396,1.82396,0.594968,0,-0.0757245,0.000334859
3_1,Cyclic Voltammetry,1856.24,1.82901,1.82901,0.644788,0,-0.0755533,0.000403523
3_1,Cyclic Voltammetry,1857.24,1.83394,1.83394,0.703412,0,-0.0753671,0.000279427
3_1,Cyclic Voltammetry,1858.23,1.83899,1.83899,0.774761,0,-0.0751629,0.000415921
3_1,Cyclic Voltammetry,1859.23,1.84391,1.84391,0.870313,0,-0.0749356,0.000356317
3_1,Cyclic Voltammetry,1860.22,1.84901,1.84901,1.01329,0,-0.0746755,0.000404
3_1,Cyclic Voltammetry,1861.22,1.85393,1.85393,1.22776,0,-0.0743659,0.000320792
3_1,Cyclic Voltammetry,1862.21,1.859,1.859,1.51042,0,-0.0739877,0.000383496
3_1,Cyclic Voltammetry,1863.21,1.86391,1.86391,1.84038,0,-0.0735249,0.000359893
3_1,Cyclic Voltammetry,1864.2,1.86891,1.86891,2.2008,0,-0.0729667,0.000478506
3_1,Cyclic Voltammetry,1865.19,1.87593,1.87593,2.76139,0,-0.0722813,0.000300765
3_1,Cyclic Voltammetry,1866.19,1.87886,1.87886,3.00324,0,-0.071485,0.000433922
3_1,Cyclic Voltammetry,1867.18,1.88375,1.88375,3.43435,0,-0.0705959,0.00038147
3_1,Cyclic Voltammetry,1868.18,1.88882,1.88882,3.88071,0,-0.0695855,0.000440598
3_1,Cyclic Voltammetry,1869.17,1.8937,1.8937,4.34007,0,-0.06845,0.000390887
3_1,Cyclic Voltammetry,1870.17,1.8988,1.8988,4.81376,0,-0.0671856,0.000452518
3_1,Cyclic Voltammetry,1871.16,1.90369,1.90369,5.29943,0,-0.0657887,0.000372291
3_1,Cyclic Voltammetry,1872.16,1.90874,1.90874,5.79523,0,-0.0642563,0.000407457
3_1,Cyclic Voltammetry,1873.15,1.91364,1.91364,6.29962,0,-0.0625857,0.000331402
3_1,Cyclic Voltammetry,1874.14,1.91871,1.91871,6.80956,0,-0.060775,0.000428319
3_1,Cyclic Voltammetry,1875.14,1.92361,1.92361,7.32317,0,-0.0588229,0.000331879
3_1,Cyclic Voltammetry,1876.13,1.92867,1.92867,7.83959,0,-0.0567285,0.000421405
3_1,Cyclic Voltammetry,1877.13,1.93357,1.93357,8.35598,0,-0.0544915,0.000369906
3_1,Cyclic Voltammetry,1878.12,1.93866,1.93866,8.86889,0,-0.0521123,0.000401855
3_1,Cyclic Voltammetry,1879.12,1.94356,1.94356,9.37775,0,-0.049592,0.000339627
3_1,Cyclic Voltammetry,1880.11,1.94862,1.94862,9.87859,0,-0.0469322,0.000428319
3_1,Cyclic Voltammetry,1881.11,1.95353,1.95353,10.3698,0,-0.0441354,0.00036788
3_1,Cyclic Voltammetry,1882.1,1.95859,1.95859,10.8466,0,-0.0412049,0.000453472
3_1,Cyclic Voltammetry,1883.1,1.96347,1.96347,11.3086,0,-0.0381447,0.000344872
3_1,Cyclic Voltammetry,1884.09,1.96852,1.96852,11.7522,0,-0.0349594,0.00042963
3_1,Cyclic Voltammetry,1885.08,1.97341,1.97341,12.1738,0,-0.0316547,0.000372648
3_1,Cyclic Voltammetry,1886.08,1.97844,1.97844,12.5703,0,-0.0282369,0.000445962
3_1,Cyclic Voltammetry,1887.07,1.98336,1.98336,12.9376,0,-0.0247136,0.000366569
3_1,Cyclic Voltammetry,1888.07,1.98839,1.98839,13.2705,0,-0.0210936,0.000462294
3_1,Cyclic Voltammetry,1889.06,1.99329,1.99329,13.567,0,-0.0173867,0.000371933
3_1,Cyclic Voltammetry,1890.06,1.99831,1.99831,13.8222,0,-0.0136035,0.000468254
3_1,Cyclic Voltammetry,1891.05,2.0032,2.0032,14.0351,0,-0.00975572,0.000384808
3_1,Cyclic Voltammetry,1892.05,2.00825,2.00825,14.2057,0,-0.00585496,0.000510693
3_1,Cyclic Voltammetry,1893.04,2.01313,2.01313,14.3327,0,-0.00191308,0.000450611
3_1,Cyclic Voltammetry,1894.03,2.01816,2.01816,14.4201,0,0.0020584,0.000484228
3_1,Cyclic Voltammetry,1895.03,2.02309,2.02309,14.4717,0,0.00604907,0.000398874
3_1,Cyclic Voltammetry,1896.02,2.0281,2.0281,14.4883,0,0.0100492,0.000492334
3_1,Cyclic Voltammetry,1897.02,2.03305,2.03305,14.4781,0,0.0140502,0.000405312
3_1,Cyclic Voltammetry,1898.01,2.038,2.038,14.4391,0,0.0180443,0.00046587
3_1,Cyclic Voltammetry,1899.01,2.04292,2.04292,14.3789,0,0.0220248,0.000404835
3_1,Cyclic Voltammetry,1900,2.04793,2.04793,14.2935,0,0.0259852,0.000460386
3_1,Cyclic Voltammetry,1901,2.05289,2.05289,14.1831,0,0.0299185,0.000395775
3_1,Cyclic Voltammetry,1901.99,2.05788,2.05788,14.0534,0,0.0338187,0.000416994
3_1,Cyclic Voltammetry,1902.99,2.06288,2.06288,13.9121,0,0.0376814,0.000430346
3_1,Cyclic Voltammetry,1903.98,2.06784,2.06784,13.7663,0,0.0415045,0.0004282
3_1,Cyclic Voltammetry,1904.97,2.07284,2.07284,13.6206,0,0.0452873,0.000456095
3_1,Cyclic Voltammetry,1905.97,2.0778,2.0778,13.478,0,0.0490303,0.000392437
3_1,Cyclic Voltammetry,1906.96,2.08281,2.08281,13.34,0,0.0527345,0.000467062
3_1,Cyclic Voltammetry,1907.96,2.08777,2.08777,13.2075,0,0.0564014,0.000457525
3_1,Cyclic Voltammetry,1908.95,2.0928,2.0928,13.0798,0,0.0600323,0.000445127
3_1,Cyclic Voltammetry,1909.95,2.09775,2.09775,12.9578,0,0.0636287,0.000429869
3_1,Cyclic Voltammetry,1910.94,2.10275,2.10275,12.8417,0,0.0671923,0.00047636
3_1,Cyclic Voltammetry,1911.94,2.1077,2.1077,12.7315,0,0.0707246,0.00041008
3_1,Cyclic Voltammetry,1912.93,2.1127,2.1127,12.6262,0,0.0742271,0.000457048
3_1,Cyclic Voltammetry,1913.92,2.11766,2.11766,12.5244,0,0.0777011,0.000374794
3_1,Cyclic Voltammetry,1914.92,2.12267,2.12267,12.4241,0,0.0811471,0.000442982
3_1,Cyclic Voltammetry,1915.91,2.12763,2.12763,12.3264,0,0.0845657,0.000365019
3_1,Cyclic Voltammetry,1916.91,2.13266,2.13266,12.2275,0,0.0879572,0.000414848
3_1,Cyclic Voltammetry,1917.9,2.13764,2.13764,12.1299,0,0.0913216,0.000385284
3_1,Cyclic Voltammetry,1918.9,2.14267,2.14267,12.0309,0,0.0946588,0.000386238
3_1,Cyclic Voltammetry,1919.89,2.14765,2.14765,11.9298,0,0.0979684,0.000398159
3_1,Cyclic Voltammetry,1920.89,2.15266,2.15266,11.8326,0,0.101251,0.000331163
3_1,Cyclic Voltammetry,1921.88,2.15767,2.15767,11.7419,0,0.104507,0.000413179
3_1,Cyclic Voltammetry,1922.88,2.16263,2.16263,11.6555,0,0.107739,0.000393629
3_1,Cyclic Voltammetry,1923.87,2.16762,2.16762,11.578,0,0.110948,0.000424862
3_1,Cyclic Voltammetry,1924.86,2.17261,2.17261,11.5136,0,0.114137,0.000363111
3_1,Cyclic Voltammetry,1925.86,2.17766,2.17766,11.4683,0,0.117312,0.000451803
3_1,Cyclic Voltammetry,1926.85,2.1826,2.1826,11.4463,0,0.120477,0.000370264
3_1,Cyclic Voltammetry,1927.85,2.18764,2.18764,11.4477,0,0.123639,0.000430107
3_1,Cyclic Voltammetry,1928.84,2.1926,2.1926,11.4682,0,0.126804,0.000360966
3_1,Cyclic Voltammetry,1929.84,2.19764,2.19764,11.5002,0,0.129977,0.000438929
3_1,Cyclic Voltammetry,1929.92,2.20022,2.20022,11.5203,0,0.130237,0.000380039
3_1,Cyclic Voltammetry,1930.91,2.19853,2.19853,11.3976,0,0.133403,0.000432014
3_1,Cyclic Voltammetry,1931.91,2.19356,2.19356,11.1521,0,0.136518,0.000327826
3_1,Cyclic Voltammetry,1932.9,2.18856,2.18856,10.9247,0,0.139567,0.000459671
3_1,Cyclic Voltammetry,1933.9,2.18355,2.18355,10.704,0,0.142555,0.0003407
3_1,Cyclic Voltammetry,1934.89,2.17856,2.17856,10.5011,0,0.145484,0.000423908
3_1,Cyclic Voltammetry,1935.89,2.17357,2.17357,10.3028,0,0.148357,0.000345469
3_1,Cyclic Voltammetry,1936.88,2.16859,2.16859,10.1054,0,0.151176,0.000425577
3_1,Cyclic Voltammetry,1937.87,2.1636,2.1636,9.92053,0,0.153942,0.000360966
3_1,Cyclic Voltammetry,1938.87,2.15858,2.15858,9.74231,0,0.156658,0.000406027
3_1,Cyclic Voltammetry,1939.86,2.1536,2.1536,9.56726,0,0.159325,0.000396967
3_1,Cyclic Voltammetry,1940.86,2.14856,2.14856,9.39794,0,0.161945,0.000454664
3_1,Cyclic Voltammetry,1941.85,2.1436,2.1436,9.23185,0,0.164518,0.000417233
3_1,Cyclic Voltammetry,1942.85,2.13857,2.13857,9.06505,0,0.167045,0.000419855
3_1,Cyclic Voltammetry,1943.84,2.1336,2.1336,8.90442,0,0.169527,0.000440359
3_1,Cyclic Voltammetry,1944.84,2.12859,2.12859,8.74835,0,0.171966,0.000446081
3_1,Cyclic Voltammetry,1945.83,2.12359,2.12359,8.59571,0,0.174361,0.000465155
3_1,Cyclic Voltammetry,1946.82,2.11863,2.11863,8.4439,0,0.176715,0.000394583
3_1,Cyclic Voltammetry,1947.82,2.11365,2.11365,8.29772,0,0.179027,0.000435829
3_1,Cyclic Voltammetry,1948.81,2.10865,2.10865,8.15558,0,0.1813,0.000389814
3_1,Cyclic Voltammetry,1949.81,2.10364,2.10364,8.01758,0,0.183534,0.000495195
3_1,Cyclic Voltammetry,1950.8,2.09867,2.09867,7.88037,0,0.18573,0.000391006
3_1,Cyclic Voltammetry,1951.8,2.09367,2.09367,7.74511,0,0.187888,0.000467062
3_1,Cyclic Voltammetry,1952.79,2.0887,2.0887,7.60882,0,0.190009,0.000408649
3_1,Cyclic Voltammetry,1953.79,2.08367,2.08367,7.46813,0,0.192091,0.000496149
3_1,Cyclic Voltammetry,1954.78,2.07873,2.07873,7.3263,0,0.194135,0.000420332
3_1,Cyclic Voltammetry,1955.78,2.07374,2.07374,7.18348,0,0.196139,0.000485659
3_1,Cyclic Voltammetry,1956.77,2.06877,2.06877,7.03897,0,0.198103,0.000381708
3_1,Cyclic Voltammetry,1957.76,2.06376,2.06376,6.88942,0,0.200027,0.000482559
