"Step number","Step name","Elapsed Time (s)","Working Electrode (V)","Working Electrode vs. NHE (V)","Current (mA)","Current Density (mA/cm²)","Cumulative Charge (mAh)","Counter Electrode (V)"
3_1,Cyclic Voltammetry,2174.21,1.04583,1.04583,-0.132645,0,-0.104037,-8.98838e-05
3_1,Cyclic Voltammetry,2174.4,1.0468,1.0468,-0.131904,0,-0.104044,-1.09673e-05
3_1,Cyclic Voltammetry,2174.6,1.04779,1.04779,-0.131583,0,-0.104051,4.23193e-05
3_1,Cyclic Voltammetry,2174.8,1.04879,1.04879,-0.130729,0,-0.104059,3.44515e-05
3_1,Cyclic Voltammetry,2175,1.04984,1.04984,-0.130297,0,-0.104066,-2.96831e-05
3_1,Cyclic Voltammetry,2175.2,1.05087,1.05087,-0.129912,0,-0.104073,-5.59092e-05
3_1,Cyclic Voltammetry,2175.4,1.0519,1.0519,-0.128797,0,-0.10408,-0.000119805
3_1,Cyclic Voltammetry,2175.6,1.05291,1.05291,-0.128186,0,-0.104087,-0.000174403
3_1,Cyclic Voltammetry,2175.8,1.05391,1.05391,-0.127461,0,-0.104094,-0.000109196
3_1,Cyclic Voltammetry,2176,1.05489,1.05489,-0.126828,0,-0.104101,-0.000106335
3_1,Cyclic Voltammetry,2176.19,1.05584,1.05584,-0.126251,0,-0.104108,-5.76973e-05
3_1,Cyclic Voltammetry,2176.39,1.0568,1.0568,-0.125668,0,-0.104115,-5.37634e-05
3_1,Cyclic Voltammetry,2176.59,1.05779,1.05779,-0.125076,0,-0.104122,-3.92199e-05
3_1,Cyclic Voltammetry,2176.79,1.05875,1.05875,-0.124484,0,-0.104129,-4.94719e-05
3_1,Cyclic Voltammetry,2176.99,1.05979,1.05979,-0.12394,0,-0.104136,-5.6386e-05
3_1,Cyclic Voltammetry,2177.19,1.06081,1.06081,-0.123672,0,-0.104143,-4.6134e-05
3_1,Cyclic Voltammetry,2177.39,1.06184,1.06184,-0.123009,0,-0.10415,-8.49962e-05
3_1,Cyclic Voltammetry,2177.59,1.06286,1.06286,-0.12228,0,-0.104156,-6.74725e-05
3_1,Cyclic Voltammetry,2177.79,1.06388,1.06388,-0.122028,0,-0.104163,-8.30889e-05
3_1,Cyclic Voltammetry,2177.98,1.06485,1.06485,-0.121718,0,-0.10417,-0.000113964
3_1,Cyclic Voltammetry,2178.18,1.06583,1.06583,-0.120883,0,-0.104177,-8.63075e-05
3_1,Cyclic Voltammetry,2178.38,1.06685,1.06685,-0.12096,0,-0.104183,-0.000100017
3_1,Cyclic Voltammetry,2178.58,1.0678,1.0678,-0.119844,0,-0.10419,-7.24792e-05
3_1,Cyclic Voltammetry,2178.78,1.06878,1.06878,-0.119432,0,-0.104197,-4.62532e-05
3_1,Cyclic Voltammetry,2178.98,1.0698,1.0698,-0.118694,0,-0.104203,9.53674e-06
3_1,Cyclic Voltammetry,2179.18,1.07078,1.07078,-0.11838,0,-0.10421,5.09024e-05
3_1,Cyclic Voltammetry,2179.38,1.07181,1.07181,-0.117702,0,-0.104216,2.26498e-05
3_1,Cyclic Voltammetry,2179.58,1.07284,1.07284,-0.117312,0,-0.104223,5.24521e-06
3_1,Cyclic Voltammetry,2179.77,1.07387,1.07387,-0.116676,0,-0.104229,-5.57899e-05
3_1,Cyclic Voltammetry,2179.97,1.07489,1.07489,-0.116221,0,-0.104236,-0.000109196
3_1,Cyclic Voltammetry,2180.17,1.07588,1.07588,-0.115709,0,-0.104242,-0.000106096
3_1,Cyclic Voltammetry,2180.37,1.07687,1.07687,-0.115427,0,-0.104248,-8.97646e-05
3_1,Cyclic Voltammetry,2180.57,1.07779,1.07779,-0.115053,0,-0.104255,-7.66516e-05
3_1,Cyclic Voltammetry,2180.77,1.07876,1.07876,-0.114383,0,-0.104261,-1.83582e-05
3_1,Cyclic Voltammetry,2180.97,1.07972,1.07972,-0.114297,0,-0.104267,5.51939e-05
3_1,Cyclic Voltammetry,2181.17,1.08072,1.08072,-0.113951,0,-0.104274,7.06911e-05
3_1,Cyclic Voltammetry,2181.37,1.08175,1.08175,-0.113019,0,-0.10428,5.85318e-05
3_1,Cyclic Voltammetry,2181.56,1.08277,1.08277,-0.112403,0,-0.104286,3.67165e-05
3_1,Cyclic Voltammetry,2181.76,1.08378,1.08378,-0.111875,0,-0.104292,-1.14441e-05
3_1,Cyclic Voltammetry,2181.96,1.08482,1.08482,-0.111474,0,-0.104299,-2.34842e-05
3_1,Cyclic Voltammetry,2182.16,1.08582,1.08582,-0.110943,0,-0.104305,-8.34465e-06
3_1,Cyclic Voltammetry,2182.36,1.08681,1.08681,-0.114382,0,-0.104311,-4.05312e-05
3_1,Cyclic Voltammetry,2182.56,1.08778,1.08778,-0.110184,0,-0.104317,1.46627e-05
3_1,Cyclic Voltammetry,2182.76,1.08874,1.08874,-0.110261,0,-0.104323,1.51396e-05
3_1,Cyclic Voltammetry,2182.96,1.08969,1.08969,-0.110416,0,-0.104329,-2.89679e-05
3_1,Cyclic Voltammetry,2183.16,1.0907,1.0907,-0.108763,0,-0.104335,-2.61068e-05
3_1,Cyclic Voltammetry,2183.35,1.0917,1.0917,-0.108237,0,-0.104341,2.38419e-07
3_1,Cyclic Voltammetry,2183.55,1.09271,1.09271,-0.10768,0,-0.104347,2.65837e-05
3_1,Cyclic Voltammetry,2183.75,1.09376,1.09376,-0.107165,0,-0.104353,2.39611e-05
3_1,Cyclic Voltammetry,2183.95,1.09479,1.09479,-0.106919,0,-0.104359,3.42131e-05
3_1,Cyclic Voltammetry,2184.15,1.09583,1.09583,-0.106257,0,-0.104365,-5.00679e-05
3_1,Cyclic Voltammetry,2184.35,1.09682,1.09682,-0.105788,0,-0.104371,-3.03984e-05
3_1,Cyclic Voltammetry,2184.55,1.09783,1.09783,-0.105299,0,-0.104377,-8.85725e-05
3_1,Cyclic Voltammetry,2184.75,1.09879,1.09879,-0.104898,0,-0.104383,-0.000123262
3_1,Cyclic Voltammetry,2184.95,1.09973,1.09973,-0.104295,0,-0.104388,-0.000142574
3_1,Cyclic Voltammetry,2185.14,1.10071,1.10071,-0.103877,0,-0.104394,-1.72853e-05
3_1,Cyclic Voltammetry,2185.34,1.10168,1.10168,-0.103319,0,-0.1044,1.78814e-06
3_1,Cyclic Voltammetry,2185.54,1.10269,1.10269,-0.102914,0,-0.104406,5.20945e-05
3_1,Cyclic Voltammetry,2185.74,1.10372,1.10372,-0.10238,0,-0.104411,7.76052e-05
3_1,Cyclic Voltammetry,2185.94,1.10477,1.10477,-0.101996,0,-0.104417,5.53131e-05
3_1,Cyclic Voltammetry,2186.14,1.10577,1.10577,-0.101761,0,-0.104422,-4.23193e-05
3_1,Cyclic Voltammetry,2186.34,1.10679,1.10679,-0.101736,0,-0.104428,-9.44138e-05
3_1,Cyclic Voltammetry,2186.54,1.10782,1.10782,-0.10078,0,-0.104434,-9.75132e-05
3_1,Cyclic Voltammetry,2186.74,1.10878,1.10878,-0.100287,0,-0.104439,-8.64267e-05
3_1,Cyclic Voltammetry,2186.94,1.10975,1.10975,-0.0999133,0,-0.104445,-2.86102e-05
3_1,Cyclic Voltammetry,2187.13,1.1107,1.1107,-0.099423,0,-0.10445,3.14713e-05
3_1,Cyclic Voltammetry,2187.33,1.11165,1.11165,-0.0988864,0,-0.104456,7.00951e-05
3_1,Cyclic Voltammetry,2187.53,1.11267,1.11267,-0.0984003,0,-0.104461,0.000110388
3_1,Cyclic Voltammetry,2187.73,1.11369,1.11369,-0.0981555,0,-0.104467,6.8903e-05
3_1,Cyclic Voltammetry,2187.93,1.11471,1.11471,-0.0977768,0,-0.104472,8.58307e-06
3_1,Cyclic Voltammetry,2188.13,1.11573,1.11573,-0.0973038,0,-0.104477,-4.42266e-05
3_1,Cyclic Voltammetry,2188.33,1.11679,1.11679,-0.096998,0,-0.104483,-6.93798e-05
3_1,Cyclic Voltammetry,2188.53,1.1178,1.1178,-0.0964182,0,-0.104488,-0.000109196
3_1,Cyclic Voltammetry,2188.73,1.11878,1.11878,-0.0957672,0,-0.104493,-9.5129e-05
3_1,Cyclic Voltammetry,2188.92,1.11976,1.11976,-0.0955755,0,-0.104499,-2.43187e-05
3_1,Cyclic Voltammetry,2189.12,1.12072,1.12072,-0.0950084,0,-0.104504,-6.55651e-06
3_1,Cyclic Voltammetry,2189.32,1.12167,1.12167,-0.0950014,0,-0.104509,8.82149e-06
3_1,Cyclic Voltammetry,2189.52,1.12265,1.12265,-0.094073,0,-0.104514,1.15633e-05
3_1,Cyclic Voltammetry,2189.72,1.12364,1.12364,-0.0935402,0,-0.10452,1.3113e-06
3_1,Cyclic Voltammetry,2189.92,1.12464,1.12464,-0.0931628,0,-0.104525,-1.90735e-05
3_1,Cyclic Voltammetry,2190.12,1.1257,1.1257,-0.092992,0,-0.10453,2.86102e-05
3_1,Cyclic Voltammetry,2190.32,1.12675,1.12675,-0.0928304,0,-0.104535,-2.99215e-05
3_1,Cyclic Voltammetry,2190.52,1.12776,1.12776,-0.0920599,0,-0.10454,-5.14984e-05
3_1,Cyclic Voltammetry,2190.71,1.12875,1.12875,-0.0918492,0,-0.104545,-3.86238e-05
3_1,Cyclic Voltammetry,2190.91,1.12973,1.12973,-0.0918182,0,-0.10455,-7.87973e-05
3_1,Cyclic Voltammetry,2191.11,1.13068,1.13068,-0.0919956,0,-0.104555,-9.56059e-05
3_1,Cyclic Voltammetry,2191.31,1.13166,1.13166,-0.0909793,0,-0.10456,-7.47442e-05
3_1,Cyclic Voltammetry,2191.51,1.13261,1.13261,-0.0901982,0,-0.104565,-3.27826e-05
3_1,Cyclic Voltammetry,2191.71,1.13359,1.13359,-0.0909002,0,-0.10457,7.62939e-06
3_1,Cyclic Voltammetry,2191.91,1.13462,1.13462,-0.0893899,0,-0.104575,6.09159e-05
3_1,Cyclic Voltammetry,2192.11,1.13562,1.13562,-0.0894889,0,-0.10458,5.10216e-05
3_1,Cyclic Voltammetry,2192.31,1.13665,1.13665,-0.0887329,0,-0.104585,2.36034e-05
3_1,Cyclic Voltammetry,2192.5,1.13768,1.13768,-0.0881188,0,-0.10459,5.00679e-06
3_1,Cyclic Voltammetry,2192.7,1.13871,1.13871,-0.0874978,0,-0.104595,-3.89814e-05
3_1,Cyclic Voltammetry,2192.9,1.1397,1.1397,-0.0870278,0,-0.1046,-0.000132442
3_1,Cyclic Voltammetry,2193.1,1.14068,1.14068,-0.086447,0,-0.104605,-0.000113964
3_1,Cyclic Voltammetry,2193.3,1.14167,1.14167,-0.0860539,0,-0.104609,-7.24792e-05
3_1,Cyclic Voltammetry,2193.5,1.14258,1.14258,-0.0860915,0,-0.104614,-2.99215e-05
3_1,Cyclic Voltammetry,2193.7,1.14358,1.14358,-0.0853093,0,-0.104619,1.44243e-05
3_1,Cyclic Voltammetry,2193.9,1.14454,1.14454,-0.0850409,0,-0.104624,4.25577e-05
3_1,Cyclic Voltammetry,2194.1,1.14555,1.14555,-0.084488,0,-0.104628,5.17368e-05
3_1,Cyclic Voltammetry,2194.29,1.14659,1.14659,-0.0839456,0,-0.104633,4.66108e-05
3_1,Cyclic Voltammetry,2194.49,1.14762,1.14762,-0.0834327,0,-0.104638,-1.63317e-05
3_1,Cyclic Voltammetry,2194.69,1.14864,1.14864,-0.0829811,0,-0.104642,-4.75645e-05
3_1,Cyclic Voltammetry,2194.89,1.14965,1.14965,-0.08261,0,-0.104647,-4.05312e-05
3_1,Cyclic Voltammetry,2195.09,1.15068,1.15068,-0.0821558,0,-0.104651,-3.40939e-05
3_1,Cyclic Voltammetry,2195.29,1.15166,1.15166,-0.0819042,0,-0.104656,-4.42266e-05
3_1,Cyclic Voltammetry,2195.49,1.1526,1.1526,-0.0812694,0,-0.10466,-3.94583e-05
3_1,Cyclic Voltammetry,2195.69,1.15355,1.15355,-0.0808753,0,-0.104665,1.9908e-05
3_1,Cyclic Voltammetry,2195.89,1.15453,1.15453,-0.0803572,0,-0.104669,-4.52995e-06
3_1,Cyclic Voltammetry,2196.08,1.15554,1.15554,-0.0801223,0,-0.104674,-1.23978e-05
3_1,Cyclic Voltammetry,2196.28,1.15657,1.15657,-0.0796911,0,-0.104678,4.20809e-05
3_1,Cyclic Voltammetry,2196.48,1.15758,1.15758,-0.0793129,0,-0.104683,2.74181e-05
3_1,Cyclic Voltammetry,2196.68,1.1586,1.1586,-0.0787584,0,-0.104687,4.22001e-05
3_1,Cyclic Voltammetry,2196.88,1.15961,1.15961,-0.0784238,0,-0.104691,-4.76837e-07
3_1,Cyclic Voltammetry,2197.08,1.16066,1.16066,-0.0781597,0,-0.104696,-5.50747e-05
3_1,Cyclic Voltammetry,2197.28,1.16161,1.16161,-0.077723,0,-0.1047,-6.27041e-05
3_1,Cyclic Voltammetry,2197.48,1.16258,1.16258,-0.0770778,0,-0.104704,-5.4121e-05
3_1,Cyclic Voltammetry,2197.68,1.16353,1.16353,-0.0766977,0,-0.104708,-2.32458e-05
3_1,Cyclic Voltammetry,2197.87,1.1645,1.1645,-0.0761556,0,-0.104713,2.37226e-05
3_1,Cyclic Voltammetry,2198.07,1.1655,1.1655,-0.0758316,0,-0.104717,6.87838e-05
3_1,Cyclic Voltammetry,2198.27,1.16648,1.16648,-0.0755519,0,-0.104721,0.000108957
3_1,Cyclic Voltammetry,2198.47,1.16749,1.16749,-0.0752548,0,-0.104725,0.000104547
3_1,Cyclic Voltammetry,2198.67,1.16853,1.16853,-0.0745362,0,-0.104729,7.39098e-05
3_1,Cyclic Voltammetry,2198.87,1.16955,1.16955,-0.0740804,0,-0.104733,2.6226e-06
3_1,Cyclic Voltammetry,2199.07,1.17056,1.17056,-0.0736096,0,-0.104738,-4.85182e-05
3_1,Cyclic Voltammetry,2199.27,1.17157,1.17157,-0.0732387,0,-0.104742,-7.47442e-05
3_1,Cyclic Voltammetry,2199.47,1.17258,1.17258,-0.0727935,0,-0.104746,-7.65324e-05
3_1,Cyclic Voltammetry,2199.66,1.17353,1.17353,-0.0723521,0,-0.10475,2.5034e-06
3_1,Cyclic Voltammetry,2199.86,1.17449,1.17449,-0.0719418,0,-0.104754,7.9751e-05
3_1,Cyclic Voltammetry,2200.06,1.17546,1.17546,-0.0717189,0,-0.104758,8.17776e-05
3_1,Cyclic Voltammetry,2200.26,1.17643,1.17643,-0.0712162,0,-0.104762,0.000118136
3_1,Cyclic Voltammetry,2200.46,1.17748,1.17748,-0.070966,0,-0.104765,0.000106096
3_1,Cyclic Voltammetry,2200.66,1.17852,1.17852,-0.0703879,0,-0.104769,5.32866e-05
3_1,Cyclic Voltammetry,2200.86,1.17952,1.17952,-0.0700886,0,-0.104773,2.25306e-05
3_1,Cyclic Voltammetry,2201.06,1.18055,1.18055,-0.0695645,0,-0.104777,7.15256e-07
3_1,Cyclic Voltammetry,2201.26,1.18156,1.18156,-0.0691814,0,-0.104781,-3.73125e-05
3_1,Cyclic Voltammetry,2201.45,1.18256,1.18256,-0.0689123,0,-0.104785,-1.07288e-05
3_1,Cyclic Voltammetry,2201.65,1.18353,1.18353,-0.0684243,0,-0.104789,1.32322e-05
3_1,Cyclic Voltammetry,2201.85,1.18449,1.18449,-0.0679877,0,-0.104792,1.63317e-05
3_1,Cyclic Voltammetry,2202.05,1.18544,1.18544,-0.0675719,0,-0.104796,-2.64645e-05
3_1,Cyclic Voltammetry,2202.25,1.18643,1.18643,-0.0673161,0,-0.1048,-2.02656e-06
3_1,Cyclic Voltammetry,2202.45,1.18743,1.18743,-0.0668282,0,-0.104803,6.62804e-05
3_1,Cyclic Voltammetry,2202.65,1.18841,1.18841,-0.06636,0,-0.104807,0.000102162
3_1,Cyclic Voltammetry,2202.85,1.18941,1.18941,-0.066449,0,-0.104811,0.00012064
3_1,Cyclic Voltammetry,2203.05,1.19039,1.19039,-0.0657796,0,-0.104814,0.000121713
3_1,Cyclic Voltammetry,2203.24,1.1914,1.1914,-0.0652777,0,-0.104818,5.88894e-05
3_1,Cyclic Voltammetry,2203.44,1.19245,1.19245,-0.0651717,0,-0.104822,4.41074e-06
3_1,Cyclic Voltammetry,2203.64,1.19345,1.19345,-0.0647425,0,-0.104825,-6.07967e-05
3_1,Cyclic Voltammetry,2203.84,1.19439,1.19439,-0.0642279,0,-0.104829,-8.60691e-05
3_1,Cyclic Voltammetry,2204.04,1.19534,1.19534,-0.0727707,0,-0.104833,-2.43187e-05
3_1,Cyclic Voltammetry,2204.24,1.19627,1.19627,-0.0647194,0,-0.104836,8.10623e-06
3_1,Cyclic Voltammetry,2204.44,1.19727,1.19727,-0.0630715,0,-0.10484,6.4373e-05
3_1,Cyclic Voltammetry,2204.64,1.19826,1.19826,-0.0626747,0,-0.104843,0.000107765
3_1,Cyclic Voltammetry,2204.84,1.19926,1.19926,-0.0623056,0,-0.104847,0.000119805
3_1,Cyclic Voltammetry,2205.03,1.20031,1.20031,-0.0619488,0,-0.10485,6.87838e-05
3_1,Cyclic Voltammetry,2205.23,1.20135,1.20135,-0.0615196,0,-0.104854,1.91927e-05
3_1,Cyclic Voltammetry,2205.43,1.20237,1.20237,-0.0618463,0,-0.104857,-1.71661e-05
3_1,Cyclic Voltammetry,2205.63,1.20338,1.20338,-0.0612238,0,-0.104861,-5.06639e-05
3_1,Cyclic Voltammetry,2205.83,1.20436,1.20436,-0.0608014,0,-0.104864,-5.72205e-06
3_1,Cyclic Voltammetry,2206.03,1.20533,1.20533,-0.0599732,0,-0.104867,5.60284e-06
3_1,Cyclic Voltammetry,2206.23,1.20624,1.20624,-0.0595638,0,-0.104871,7.03335e-05
3_1,Cyclic Voltammetry,2206.43,1.2072,1.2072,-0.0591168,0,-0.104874,8.85725e-05
3_1,Cyclic Voltammetry,2206.63,1.20818,1.20818,-0.0587173,0,-0.104877,0.000127792
3_1,Cyclic Voltammetry,2206.83,1.2092,1.2092,-0.0584616,0,-0.10488,0.000160813
3_1,Cyclic Voltammetry,2207.02,1.21024,1.21024,-0.0580376,0,-0.104884,6.44922e-05
3_1,Cyclic Voltammetry,2207.22,1.21127,1.21127,-0.0577926,0,-0.104887,2.44379e-05
3_1,Cyclic Voltammetry,2207.42,1.21227,1.21227,-0.0572494,0,-0.10489,-4.76837e-07
3_1,Cyclic Voltammetry,2207.62,1.2133,1.2133,-0.0568951,0,-0.104893,-4.76837e-07
3_1,Cyclic Voltammetry,2207.82,1.21432,1.21432,-0.0565355,0,-0.104896,2.44379e-05
3_1,Cyclic Voltammetry,2208.02,1.21527,1.21527,-0.0563116,0,-0.104899,5.88894e-05
3_1,Cyclic Voltammetry,2208.22,1.21624,1.21624,-0.0556989,0,-0.104902,3.69549e-05
3_1,Cyclic Voltammetry,2208.42,1.21718,1.21718,-0.0556055,0,-0.104905,6.34193e-05
3_1,Cyclic Voltammetry,2208.62,1.21813,1.21813,-0.0549498,0,-0.104909,8.34465e-05
3_1,Cyclic Voltammetry,2208.81,1.21916,1.21916,-0.0546784,0,-0.104912,8.69036e-05
3_1,Cyclic Voltammetry,2209.01,1.22014,1.22014,-0.0541979,0,-0.104915,0.00010252
3_1,Cyclic Voltammetry,2209.21,1.22117,1.22117,-0.0541402,0,-0.104918,0.00016582
3_1,Cyclic Voltammetry,2209.41,1.2222,1.2222,-0.0539614,0,-0.104921,0.0001086
3_1,Cyclic Voltammetry,2209.61,1.22325,1.22325,-0.0529402,0,-0.104924,8.98838e-05
3_1,Cyclic Voltammetry,2209.81,1.22424,1.22424,-0.0527417,0,-0.104926,4.87566e-05
3_1,Cyclic Voltammetry,2210.01,1.22523,1.22523,-0.0523364,0,-0.104929,2.31266e-05
3_1,Cyclic Voltammetry,2210.21,1.22623,1.22623,-0.0543202,0,-0.104932,-2.46763e-05
3_1,Cyclic Voltammetry,2210.41,1.22718,1.22718,-0.052133,0,-0.104935,-1.06096e-05
3_1,Cyclic Voltammetry,2210.6,1.22814,1.22814,-0.0511936,0,-0.104938,4.51803e-05
3_1,Cyclic Voltammetry,2210.8,1.22912,1.22912,-0.050672,0,-0.104941,7.31945e-05
3_1,Cyclic Voltammetry,2211,1.23009,1.23009,-0.050391,0,-0.104944,0.000151038
3_1,Cyclic Voltammetry,2211.2,1.2311,1.2311,-0.0499599,0,-0.104946,0.000202417
3_1,Cyclic Voltammetry,2211.4,1.23215,1.23215,-0.0497259,0,-0.104949,0.00014627
3_1,Cyclic Voltammetry,2211.6,1.23312,1.23312,-0.0492807,0,-0.104952,9.53674e-05
3_1,Cyclic Voltammetry,2211.8,1.23414,1.23414,-0.0489172,0,-0.104955,3.02792e-05
3_1,Cyclic Voltammetry,2212,1.2352,1.2352,-0.0485676,0,-0.104957,9.53674e-06
3_1,Cyclic Voltammetry,2212.2,1.2362,1.2362,-0.0482959,0,-0.10496,-3.99351e-05
3_1,Cyclic Voltammetry,2212.39,1.23715,1.23715,-0.0550273,0,-0.104963,-1.29938e-05
3_1,Cyclic Voltammetry,2212.59,1.23813,1.23813,-0.0474828,0,-0.104966,5.19753e-05
3_1,Cyclic Voltammetry,2212.79,1.23905,1.23905,-0.0471872,0,-0.104968,0.000109434
3_1,Cyclic Voltammetry,2212.99,1.24006,1.24006,-0.0470848,0,-0.104971,0.000147104
3_1,Cyclic Voltammetry,2213.19,1.24102,1.24102,-0.0465752,0,-0.104974,0.000116229
3_1,Cyclic Voltammetry,2213.39,1.24201,1.24201,-0.0459526,0,-0.104976,9.11951e-05
3_1,Cyclic Voltammetry,2213.59,1.24303,1.24303,-0.0455273,0,-0.104979,4.92334e-05
3_1,Cyclic Voltammetry,2213.79,1.24409,1.24409,-0.0452117,0,-0.104981,3.92199e-05
3_1,Cyclic Voltammetry,2213.99,1.2451,1.2451,-0.0448095,0,-0.104984,5.126e-06
3_1,Cyclic Voltammetry,2214.18,1.24612,1.24612,-0.0444522,0,-0.104986,1.38283e-05
3_1,Cyclic Voltammetry,2214.38,1.24714,1.24714,-0.0442238,0,-0.104989,2.5034e-05
3_1,Cyclic Voltammetry,2214.58,1.2481,1.2481,-0.0439571,0,-0.104991,4.48227e-05
3_1,Cyclic Voltammetry,2214.78,1.24906,1.24906,-0.0433378,0,-0.104993,4.79221e-05
3_1,Cyclic Voltammetry,2214.98,1.25003,1.25003,-0.0429097,0,-0.104996,5.3525e-05
3_1,Cyclic Voltammetry,2215.18,1.25101,1.25101,-0.0426114,0,-0.104998,5.32866e-05
3_1,Cyclic Voltammetry,2215.38,1.25198,1.25198,-0.042289,0,-0.105,0.000117064
3_1,Cyclic Voltammetry,2215.58,1.25297,1.25297,-0.0418981,0,-0.105003,0.000105262
3_1,Cyclic Voltammetry,2215.78,1.25401,1.25401,-0.041835,0,-0.105005,0.000119567
3_1,Cyclic Voltammetry,2215.97,1.25503,1.25503,-0.0412171,0,-0.105007,7.79629e-05
